-1.656737915365e+00 1.393154360974e-01 -9.195814053056e-01 -8.690764171877e-09 5.857662616653e-09 -5.671087948968e-09 1.000000000000e+05
-4.823814715766e+00 3.672593755480e+00 -7.912714797105e-01 -1.246141986210e-09 -2.129570669838e-09 4.823989187644e-10 1.000000000000e+05
-3.649396801957e-01 2.160970925324e+00 -3.050387361136e-01 2.664909500648e-09 8.530174045420e-09 -1.784808220509e-09 1.000000000000e+05
-2.229413292301e-01 -4.940862863993e-01 2.242654112869e-01 7.347144888984e-09 3.539705972789e-09 7.039656555871e-09 1.000000000000e+05
-1.953643379808e+00 9.047388767845e-01 -7.773660694514e-02 -7.706832423862e-09 2.554651283534e-09 1.180154495172e-09 1.000000000000e+05
7.678527437447e-01 -8.822898418154e-01 7.336581542366e-01 -6.632060503722e-09 -7.637440886071e-09 1.113978825188e-08 1.000000000000e+05
8.383267806633e-02 -1.516583610175e-02 -4.743398047161e-01 5.240404319639e-09 5.757379773469e-09 1.810461299743e-09 1.000000000000e+05
-2.102400765231e+00 5.481852356956e-01 -4.282901701677e-01 -4.018625875744e-09 -3.964925152696e-09 8.411386974627e-10 1.000000000000e+05
-7.716418320044e+00 3.888711405408e+00 -3.610139541783e+00 -6.967489176015e-10 7.416363309619e-10 -3.871265204592e-09 1.000000000000e+05
-8.217337324359e-01 2.938240413694e-02 -9.952805464798e-01 8.101115533397e-09 5.217472823403e-09 -4.972628657169e-09 1.000000000000e+05
-1.088490006710e+00 6.164497105942e-01 1.385871177712e+00 3.403925240188e-09 -8.414434759779e-10 -4.901158462577e-09 1.000000000000e+05
5.182559517318e-01 7.344571190190e-01 -9.307436442026e-01 -1.326987390043e-08 3.734297311562e-09 1.096176665670e-08 1.000000000000e+05
1.220001807721e-01 1.017147016725e+00 -8.899518820359e-01 -7.751455988095e-09 -3.111780500185e-09 4.623663788663e-10 1.000000000000e+05
-6.808378556481e-01 3.473734300242e-01 8.350777109150e-01 7.498013620455e-09 -7.520992527718e-09 1.313147779147e-09 1.000000000000e+05
-2.518639842143e-02 -1.452476944141e-01 2.651257505237e-01 -1.760220643075e-09 -8.214118778914e-09 5.249954686026e-09 1.000000000000e+05
-7.753644923310e-01 1.621987521085e-01 8.001486536890e-01 -2.872811634621e-09 -3.075300150263e-09 7.317144647489e-09 1.000000000000e+05
-1.184535085008e+00 -1.216444402428e+00 -8.017455594974e-01 -8.398993783876e-09 3.492351588649e-09 -3.077747107696e-09 1.000000000000e+05
-7.575574614214e-01 1.681070188811e-01 4.864531111111e-02 -4.739557681108e-09 -9.370178014448e-09 -3.758264009420e-09 1.000000000000e+05
-1.426541596131e-01 -2.643319147088e-01 -2.943917305424e-01 5.039468944672e-09 1.227009056165e-08 -1.350774766887e-08 1.000000000000e+05
